name,oldest,youngest,ts_count,refs,rule
Watson Ranch,4b,4b,0.0,84,2.0
Oretanian,4b,4c,1.0,271,2.0
Abereiddian,4b,4c,1.0,3,2.0
Llanvirn,4b,4c,1.0,3,2.0
Dashaba,4b,4c,1.0,367,2.0
Shihtzupu,4b,4c,1.0,367,2.0
Aseri,4c,4c,0.0,3,2.0
Lasnamägi,4c,4c,0.0,3,2.0
Uhaku,4c,4c,0.0,3,2.0
Folkeslunda,4c,4c,0.0,11,2.0
Lindegård Mudstone,4c,4c,0.0,11,2.0
Seby,4c,4c,0.0,11,2.0
Segerstad Limestone,4c,4c,0.0,11,2.0
Skärlöv,4c,4c,0.0,11,2.0
Dobrotivá,4c,5a,1.0,271,2.0
Dobrotivian,4c,5a,1.0,271,2.0
Tier d'Olne,4c,4c,0.0,129,2.0
Llandeilian,4c,4c,0.0,3,2.0
Viru,4c,5c,3.0,3,2.0
Datianba,4c,4c,0.0,367,2.0
Miaopo,4c,4c,0.0,367,2.0
Grès Armoricain,2c,3b,2.0,224,2.0
Latorp Limestone,1c,2c,4.0,11,2.0
Tøyen Shale,2b,2c,1.0,11,2.0
Catoche,1d,2c,3.0,84,2.0
Fillmore,1b,2c,5.0,84,2.0
Shingle,1d,3b,5.0,84,2.0
Wah Wah,2c,3a,1.0,84,2.0
Liangjiashan,1c,2c,4.0,72,2.0
Bendigonian,2b,2c,1.0,3,2.0
Billingen,2b,2c,1.0,3,2.0
Blackhillsian,2b,2c,1.0,3,2.0
Chewtonian,2c,2c,0.0,3,2.0
Dawanian,2c,3b,2.0,3,2.0
Ibexian,1a,2c,6.0,3,2.0
Moridunian,2a,2c,2.0,3,2.0
Whitlandian,2c,3a,1.0,3,2.0
Yushanian,2a,2c,2.0,3,2.0
Hongsiya,2b,3b,3.0,367,2.0
Yingpan,2b,3b,3.0,367,2.0
Juab,3a,3a,0.0,84,2.0
Shuiquanling,3a,3b,1.0,72,2.0
Xiamajiagou,3a,3b,1.0,72,2.0
Castlemainian,3a,3b,1.0,3,2.0
Rangerian,3a,3a,0.0,3,2.0
Saka,3a,3a,0.0,3,2.0
Vääna,3a,3b,1.0,3,2.0
Providence Island,3b,3b,0.0,159,2.0
Ypeenian,3b,3b,0.0,3,2.0
La Silla,1a,1d,3.0,84,2.0
Olesna,1c,2a,2.0,105,2.0
Boat Harbour Upper,1c,1d,1.0,84,2.0
Parker Spring,1b,1d,2.0,84,2.0
Milina,1c,1d,1.0,"271, 105",2.0
Tremadocian,1a,1d,3.0,"271, 3",2.0
La Maurerie,1c,2a,2.0,244,2.0
Saint Chinian,1b,1d,2.0,244,2.0
Hunghuayuan,1d,2b,2.0,"367, 72",2.0
Qianzhongliangzi,1c,2a,2.0,72,2.0
Hunneberg,1c,2a,2.0,3,2.0
Ichangian,1a,1d,3.0,3,2.0
Lancefieldian,1a,2a,4.0,3,2.0
Migneintian,1b,1d,2.0,3,2.0
Tulean,1c,2b,3.0,3,2.0
Dacao,1d,2a,1.0,367,2.0
Fenghsiang,1c,1c,0.0,"72, 367",2.0
Putaojing,1d,2a,1.0,367,2.0
Tangchi,1c,2a,2.0,367,2.0
Tungtzu,1a,1d,3.0,367,2.0
Fort Cassin,2b,2b,0.0,159,2.0
Trenice,1a,1b,1.0,"271, 105",2.0
Djupgrav,1a,1b,1.0,11,2.0
House,1a,1b,1.0,84,2.0
Watts Bight,1a,1a,0.0,84,2.0
Tribes Hill,1a,1b,1.0,159,2.0
Lunshan,1a,1c,2.0,72,2.0
Nantsinkuan,1a,1b,1.0,"367, 72",2.0
Xialingnangou,1a,1b,1.0,72,2.0
Yeli,1a,1b,1.0,72,2.0
Chevlipont,1a,1a,0.0,129,2.0
Cressagian,1a,1b,1.0,3,2.0
Pakerort,1a,1a,0.0,3,2.0
Skullrockian,1a,1b,1.0,3,2.0
Wanjuanshu,1a,1c,2.0,367,2.0
Yangjiaba,1a,1c,2.0,367,2.0
Obolus beds,1b,1c,1.0,11,2.0
Boat Harbour Lower,1b,1b,0.0,84,2.0
Boat Harbour Middle,1b,1c,1.0,84,2.0
La Dentelle,1b,1b,0.0,244,2.0
Mounio,1b,1b,0.0,244,2.0
Rochdale,1b,1b,0.0,159,2.0
Stairsian,1b,1c,1.0,3,2.0
Varangu,1b,1b,0.0,3,2.0
Nabala,5d,5d,0.0,"3, 11",2.0
Pusgillian,5d,6a,1.0,3,2.0
Vormsi,5d,5d,0.0,"3, 11",2.0
Fjäcka,5d,5d,0.0,11,2.0
Slandrom,5c,5d,1.0,11,2.0
Fairview,5d,5d,0.0,58,2.0
Kope,5c,5d,1.0,58,2.0
Vaureal,5d,6b,2.0,58,2.0
Berounian,5a,5d,3.0,271,2.0
Bohdalec,5d,5d,0.0,271,2.0
Kralodvorian,5d,6b,2.0,271,2.0
Králuv Dvur,5d,6b,2.0,271,2.0
Zahořany,5c,5d,1.0,271,2.0
Ashgill,5d,6c,3.0,3,2.0
Caradoc,5a,5d,3.0,3,2.0
Eastonian,5c,5d,1.0,3,2.0
Edenian,5c,5d,1.0,3,2.0
Harju,5d,6c,3.0,3,2.0
Maysvillian,5d,5d,0.0,3,2.0
Neichiashanian,5a,5d,3.0,3,2.0
Richmondian,5d,6b,2.0,3,2.0
Streffordian,5c,5d,1.0,3,2.0
Cautleyan,6a,6a,0.0,3,2.0
Pirgu,6a,6b,1.0,3,2.0
Boda Limestone,6a,6c,2.0,11,2.0
Jonstorp,6a,6b,1.0,11,2.0
Nittsjö,6a,6b,1.0,11,2.0
Grant Lake,6a,6a,0.0,58,2.0
Fosses,6a,6b,1.0,129,2.0
Bolindian,6a,6c,2.0,3,2.0
Chientangkiangian,6a,6c,2.0,3,2.0
Cincinnatian,5c,6c,4.0,3,2.0
Keila,5c,5c,0.0,3,2.0
Oandu,5c,5c,0.0,3,2.0
Rakvere,5c,5c,0.0,3,2.0
Chatellier,5c,5c,0.0,224,2.0
Freberga,5c,5c,0.0,11,2.0
Kullsberg Limestone,5c,5c,0.0,11,2.0
Moldå,5c,5c,0.0,11,2.0
Skagen,5c,5c,0.0,11,2.0
Skalberg Limestone,5c,5c,0.0,11,2.0
Lexington Limestone,5c,5c,0.0,58,2.0
Vinice,5b,5c,1.0,271,2.0
Basses-aux-Canes,5a,5c,2.0,129,2.0
Ombret,5a,5c,2.0,129,2.0
Oxhe,5b,5c,1.0,129,2.0
Sart-Bernard,5a,5c,2.0,129,2.0
Vitrival-Bruyere,5a,5c,2.0,129,2.0
Burrellian,5b,5c,1.0,3,2.0
Chatfieldian,5c,5c,0.0,3,2.0
Cheneyan,5c,5c,0.0,3,2.0
Gisbornian,5a,5c,2.0,3,2.0
Mohawkian,5b,5c,1.0,3,2.0
Kukruse,5a,5a,0.0,3,2.0
May,5a,5a,0.0,224,2.0
Dalby,5a,5a,0.0,11,2.0
Libeň,5a,5b,1.0,271,2.0
Rawtheyan,6b,6b,0.0,3,2.0
Bull Fork,6b,6b,0.0,58,2.0
Hirnantian,6c,6c,0.0,3,2.0
Porkuni,6c,6c,0.0,3,2.0
Glisstjärn,6c,6c,0.0,11,2.0
Tommarp,6c,6c,0.0,11,2.0
Ellis Bay,6c,6c,0.0,58,2.0
Kosov,6c,6c,0.0,271,2.0
Kosovian,6c,6c,0.0,271,2.0
Genicot,6c,6c,0.0,129,2.0
Gamachian,6c,6c,0.0,3,2.0
Haljala,5b,5b,0.0,3,2.0
High Bridge,5b,5b,0.0,58,2.0
Letná,5b,5b,0.0,271,2.0
Aurelucian,5b,5b,0.0,3,2.0
Idavere,5b,5b,0.0,3,2.0
Johvi,5b,5b,0.0,3,2.0
Turinian,5b,5b,0.0,3,2.0
Aulacograptus cucullus,3a,4b,3.0,12,3.9
Corymbograptus retroflexus,4a,4b,1.0,321,3.9
Placoparia Placoparia cambriensis,3a,4b,3.0,321,3.9
Asaphus expansus,4a,4b,1.0,16,3.9
Lenodus antivariabilis,4a,4a,0.0,16,3.9
Megistaspis limbata,4a,4a,0.0,16,3.9
Undulograptus sinicus,4a,4a,0.0,54,3.9
Cardiograptus morsus,4a,4a,0.0,346,3.9
Expansograptus hirundo / Undulograptus austrodentatus,4a,4a,0.0,346,3.9
Glyptoconus quadraplicatus,3a,4a,2.0,346,3.9
Tangshanodus tangshanensis,2c,3b,2.0,72,3.9
Conochitina parvicolla,4c,4c,0.0,346,3.9
Cyathochitina calyx - protocalix,4a,4b,1.0,400,3.9
Histodiella angulata,3a,3b,1.0,27,3.9
Oncograptus / Isograptus,3a,4a,2.0,346,3.9
Undulograptus sinodentatus - Cardiograptus,3a,4a,2.0,400,3.9
Eoplacognathus pseudoplanus,4b,4b,0.0,16,3.9
Yangtzeplacognathus crassus,4a,4b,1.0,9,3.9
Expansograptus balhaschensis/ Expansograptus kirgisicus,4a,4b,1.0,400,3.9
Undulograptus dentatus,4a,4b,1.0,400,3.9
Coleodus mirabilis,4b,4b,0.0,27,3.9
Didymograptus spinulosus,4a,4b,1.0,321,3.9
Sivorthis noctilio,4a,4b,1.0,321,3.9
Asaphus raniceps,4a,4b,1.0,16,3.9
Expansograptus kirgisicus,4a,4b,1.0,346,3.9
Paraglossograptus tentaculatus,4a,4c,2.0,346,3.9
Phragmodus primus,4a,4b,1.0,346,3.9
Amorphognathus variabilis,4a,4b,1.0,372,3.9
Acontiodus linxiensis,2c,4b,4.0,72,3.9
Microzarkodina hagetiana,4b,4c,1.0,16,3.9
Pseudamplexograptus distichus,4b,4c,1.0,321,3.9
Histiodella bellburnensis,4b,4b,0.0,380,3.9
Histiodella kristinae,4b,4b,0.0,380,3.9
Didymograptus geminus / Expansograptus jakovlevi / Amplexograptus coelatus,4b,4b,0.0,400,3.9
Didymograptus murchisoni/ Didymograptus geminus,4b,4c,1.0,400,3.9
pre-flexuosus,4b,4b,0.0,191,3.9
Pygodus anitae,4b,4b,0.0,382,3.9
Pygodus magnus,4b,4b,0.0,382,3.9
Asaphus platyurus,4b,4c,1.0,16,3.9
Didymograptus clavulus,4b,4c,1.0,346,3.9
Pygodus lunnensis,4b,4c,1.0,16,3.9
Laufeldochitina striata,4b,4b,0.0,9,3.9
Cacemia ribeiroi,4b,4c,1.0,321,3.9
Eodalmanitina destombesi nava,4b,4c,1.0,321,3.9
Placoparia (Coplacoparia) tournemini,4b,4c,1.0,321,3.9
Periodon aff. flabellum,2c,3b,2.0,326,3.9
Periodon hankensis,3b,3b,0.0,326,3.9
Pseudophyllograptus angustifolius elongatus/ Pseudophyllograptus angustifolius tenuis,2b,3b,3.0,400,3.9
Isograptus divergens,3b,3b,0.0,250,3.9
Isograptus deflexus,3a,3b,1.0,400,3.9
Isograptus maximo-divergens,3a,3b,1.0,400,3.9
Oepikodus intermedius,2b,3a,2.0,326,3.9
Paroistodus triangularis,3a,3a,0.0,72,3.9
Jumudontus gananda,2b,2c,1.0,72,3.9
Pseudophyllograptus angustifolius elongatus / Expansograptus broggeri,2b,2c,1.0,400,3.9
Tripodus laevis,3a,3a,0.0,113,3.9
Scandodus warendensis - Scandodus pseudoquadratus,2a,3a,3.0,27,3.9
Paroistodus navis,2c,3a,1.0,72,3.9
Corymbograptus deflexus,2c,2c,0.0,72,3.9
Anomalorthis,2c,2c,0.0,379,3.9
Didymograptellus eobifidus,2c,2c,0.0,54,3.9
Expansograptus extensus,2b,2c,1.0,346,3.9
Acrograptus balticus,2b,2c,1.0,400,3.9
H Hintze 1953,2a,2c,2.0,165,3.9
I Hintze 1953,2c,2c,0.0,165,3.9
J Hintze 1953,2c,2c,0.0,165,3.9
J Ross 1968,2c,2c,0.0,165,3.9
K Hintze 1953,2c,2c,0.0,165,3.9
Acrograptus filiformis,2b,2c,1.0,54,3.9
Prioniodus evae,2b,2c,1.0,13,3.9
Aurilobodus leptosomatus,2b,2c,1.0,72,3.9
Loxodus dissectus,2b,2c,1.0,72,3.9
Scolopodus sunanensis,2b,2c,1.0,72,3.9
Tetragraptus fruticosus,2b,2c,1.0,146,3.9
Scolopodus cornutiformis,2a,2c,2.0,346,3.9
Armoricochitina armoricana,4b,4c,1.0,321,3.9
Eodalmanitina macrophtalma,4b,4c,1.0,321,3.9
Heterorthina morgatensis,4b,4c,1.0,321,3.9
Cardiodella lyrata -Polyplacognathus angarense,4b,4c,1.0,27,3.9
Expansograptus jakovlevi / Amplexograptus coelatus,4b,4c,1.0,346,3.9
Microzarkodina ozarkodella,4b,4c,1.0,16,3.9
Gymnograptus linnarssoni,4c,4c,0.0,321,3.9
Phragmodus borealis,4b,4c,1.0,346,3.9
Phragmodus flexuosus,4c,4c,0.0,27,3.9
Pygodus anserinus,4c,5a,1.0,400,3.9
Baltoplacognathus reclinatus,4c,4c,0.0,51,3.9
Baltoplacognathus robustus,4c,4c,0.0,51,3.9
Yangtzeplacognathus protoramosus,4c,4c,0.0,14,3.9
Eoplacognathus lindstroemi,4c,4c,0.0,51,3.9
Laufeldochitina stentor,4c,5a,1.0,8,3.9
Aegiromena mariana,4c,5a,1.0,321,3.9
Crozonorthis musculosa,4c,4c,0.0,321,3.9
Heterorthina kerfornei,4c,4c,0.0,321,3.9
Morgatia hupei,4c,4c,0.0,321,3.9
Morgatia primitiva,4c,4c,0.0,321,3.9
Placoparia (Coplacoparia) borni,4c,5a,1.0,321,3.9
Placoparia borni,4c,4c,0.0,321,3.9
Ptiloconus anomalis,4c,4c,0.0,27,3.9
Yangtzeplacognathus foliaceus,4c,4c,0.0,14,3.9
Yangtzeplacognathus jianyeensis-Pygodus anserinus,4c,5b,2.0,16,3.9
Neseuretus tristani,4c,4c,0.0,387,3.9
Zeliszkella toledana,4c,4c,0.0,321,3.9
Climacograptus peltifer,4c,5c,3.0,12,3.9
Amorphognathus tvaerensis,5b,5c,1.0,39,3.9
Diplograptus multidens/ Diplograptus foliaceus,5a,5c,2.0,400,3.9
Plectodina aculeata,5b,5b,0.0,191,3.9
Diplograptus multidens,5b,5c,1.0,12,3.9
Belodina compressa - Culumbodina mangazeica,5b,5d,2.0,346,3.9
Parajonesites notabilis,5b,6a,3.0,346,3.9
